"idauniq"
100007
100026
100039
100048
100052
100057
100071
100082
100096
100101
100102
101546
101879
103138
103714
103725
103726
103727
103731
103747
103754
103758
103770
103776
103801
103805
103809
103818
103822
103825
103833
103857
103863
103871
103873
103877
103883
103886
103887
103895
103904
103908
103910
103917
103943
103949
103960
103961
103965
103978
103980
103991
103992
103997
104001
104008
104009
104010
104016
104017
104030
104044
104054
104056
104057
104059
104068
104070
104071
104086
104098
104101
104108
104109
104114
104130
104150
104166
104175
104176
104179
104192
104194
104209
104215
104228
104232
104242
104250
104253
104296
104300
104305
104317
104323
104334
104338
104345
104346
104350
104357
104391
104393
104394
104397
104402
104406
104413
104428
104436
104441
104443
104444
104454
104458
104459
104468
104469
104470
104473
104475
104477
104478
104482
104489
104492
104496
104497
104510
104517
104521
104523
104528
104531
104537
104548
104554
104557
104563
104569
104570
104583
104586
104587
104597
104598
104605
104607
104617
104642
104648
104659
104666
104669
104677
104678
104680
104695
104698
104700
104702
104711
104714
104715
104724
104726
104727
104730
104737
104741
104753
104772
104773
104793
104804
104806
104807
104814
104819
104826
104829
104830
104833
104837
104845
104857
104872
104873
104875
104879
104885
104889
104892
104897
104907
104925
104928
104936
104947
104952
104968
104971
104972
104993
105000
105001
105006
105007
105023
105024
105032
105034
105037
105050
105053
105058
105067
105071
105086
105110
105111
105129
105134
105137
105140
105169
105170
105171
105178
105182
105185
105195
105201
105211
105214
105218
105224
105237
105239
105260
105261
105265
105266
105267
105289
105298
105313
105327
105329
105333
105346
105352
105358
105363
105368
105374
105381
105382
105386
105405
105416
105420
105426
105427
105434
105438
105440
105444
105445
105465
105466
105470
105473
105475
105483
105492
105509
105515
105521
105526
105529
105552
105569
105588
105591
105592
105595
105602
105607
105612
105627
105629
105653
105659
105685
105692
105696
105728
105733
105740
105751
105755
105758
105761
105763
105765
105770
105785
105798
105801
105810
105812
105814
105822
105823
105826
105831
105840
105853
105857
105863
105866
105867
105883
105887
105891
105896
105905
105911
105912
105913
105916
105920
105927
105947
105957
105963
105988
105994
105998
106005
106006
106015
106019
106021
106023
106031
106038
106040
106045
106052
106055
106062
106069
106071
106074
106079
106086
106095
106098
106101
106113
106117
106126
106134
106144
106148
106151
106154
106167
106171
106172
106173
106174
106190
106205
106221
106249
106260
106266
106271
106286
106297
106300
106301
106303
106309
106317
106324
106325
106343
106346
106350
106363
106364
106372
106376
106377
106386
106388
106390
106395
106396
106416
106419
106420
106433
106435
106442
106456
106458
106460
106463
106464
106465
106466
106481
106484
106486
106487
106488
106490
106491
106492
106497
106501
106502
106503
106509
106517
106519
106522
106524
106525
106526
106531
106536
106548
106549
106566
106572
106576
106580
106590
106595
106596
106598
106599
106609
106612
106613
106620
106643
106645
106646
106647
106652
106661
106672
106676
106686
106694
106697
106710
106727
106740
106743
106752
106753
106754
106755
106772
106773
106774
106779
106781
106789
106791
106792
106798
106800
106802
106811
106827
106833
106847
106849
106853
106868
106873
106886
106905
106907
106912
106922
106925
106932
106958
106968
107000
107002
107009
107022
107024
107031
107033
107042
107049
107053
107055
107064
107065
107068
107084
107103
107110
107115
107123
107129
107132
107138
107149
107154
107155
107157
107161
107187
107189
107192
107193
107199
107208
107209
107219
107221
107226
107228
107230
107231
107232
107238
107252
107266
107277
107279
107285
107289
107297
107310
107312
107314
107326
107327
107329
107341
107347
107355
107377
107380
107387
107388
107394
107398
107409
107414
107424
107425
107427
107430
107432
107436
107437
107439
107444
107447
107448
107453
107456
107457
107466
107476
107490
107496
107497
107506
107507
107515
107523
107529
107530
107535
107543
107550
107552
107556
107557
107564
107576
107577
107579
107581
107594
107598
107603
107615
107619
107622
107636
107680
107696
107698
107700
107703
107711
107720
107725
107746
107748
107758
107770
107775
107778
107785
107805
107822
107823
107824
107826
107827
107844
107845
107862
107874
107882
107899
107904
107907
107908
107914
107922
107926
107943
107946
107947
107950
107952
107978
107990
108002
108031
108034
108037
108038
108042
108047
108048
108050
108056
108072
108097
108125
108134
108170
108174
108183
108188
108195
108202
108206
108236
108246
108259
108263
108275
108276
108277
108281
108291
108296
108297
108303
108306
108324
108340
108375
108380
108392
108393
108397
108398
108414
108423
108425
108434
108436
108439
108453
108461
108484
108488
108501
108502
108506
108519
108522
108533
108534
108535
108540
108544
108552
108559
108560
108562
108571
108580
108586
108588
108593
108609
108619
108625
108630
108631
108636
108640
108649
108653
108654
108669
108671
108674
108677
108679
108681
108688
108689
108691
108698
108707
108712
108715
108716
108721
108722
108724
108728
108733
108735
108736
108743
108744
108747
108750
108760
108765
108769
108770
108772
108778
108783
108789
108792
108796
108821
108825
108834
108835
108843
108850
110394
110607
110676
110680
110845
110851
110912
110917
110927
110929
110944
110948
110963
110966
110970
110977
110989
110990
110993
111002
111003
111029
111035
111042
111044
111048
111053
111054
111062
111070
111075
111080
111100
111102
111126
111138
111145
111147
111148
111150
111168
111174
111176
111185
111189
111212
111221
111229
111236
111238
111240
111243
111271
111288
111292
111302
111308
111309
111320
111321
111335
111347
111351
111357
111363
111365
111367
111370
111380
111384
111395
111399
111400
111410
111412
111413
111424
111441
111443
111448
111451
111453
111461
111468
111484
111489
111494
111498
111500
111510
111521
111525
111526
111534
111545
111568
111574
111578
111587
111594
111644
111655
111663
111664
111669
111700
111703
111706
111720
111725
111730
111732
111738
111751
111752
111760
111766
111768
111780
111784
111790
111795
111804
111833
111842
111854
111880
111882
111892
111896
111899
111901
111910
111914
111918
111937
111951
111961
111965
111967
111971
111972
111978
111979
111981
111984
111987
111991
111993
111999
112002
112008
112015
112024
112030
112042
112043
112054
112057
112058
112060
112083
112086
112087
112090
112115
112116
112142
112174
112177
112182
112189
112208
112214
112218
112219
112228
112231
112232
112236
112244
112256
112258
112275
112285
112287
112290
112295
112302
112304
112307
112323
112358
112368
112397
112413
112422
112426
112427
112432
112434
