"idauniq","Paternal_Occ_Intermediate","Paternal_Occ_High","Self_Occ_Intermediate","Self_Occ_High","Education_Intermediate","Education_Degree","Wealth_Second_Tertile","Wealth_Third_Tertile","Age","Sex"
105822,1,0,0,0,1,0,0,0,64,1
105823,0,1,1,0,1,0,0,1,59,2
105826,0,1,1,0,0,1,0,1,63,2
105829,0,1,0,1,0,1,0,1,80,2
105831,0,0,1,0,1,0,0,0,78,2
105840,-99,-99,0,1,1,0,0,1,69,1
105853,1,0,0,1,1,0,0,1,59,2
105856,0,0,0,0,1,0,0,0,74,1
105857,0,1,1,0,0,0,0,1,56,2
105860,1,0,0,1,1,0,1,0,71,1
105861,0,0,0,0,0,0,0,1,74,2
105863,0,1,1,0,0,0,0,1,63,2
105866,0,1,0,1,1,0,0,1,62,2
105867,0,1,0,1,0,1,0,1,62,2
105875,0,1,1,0,1,0,0,1,66,2
105883,1,0,1,0,0,0,1,0,63,2
105887,0,1,1,0,1,0,0,1,75,2
105891,0,0,0,1,1,0,0,1,62,2
105894,1,0,0,0,0,0,0,0,69,2
105895,1,0,1,0,0,0,0,1,70,1
105896,0,1,1,0,1,0,1,0,65,1
105900,0,0,1,0,0,0,0,1,68,1
105905,1,0,0,0,1,0,0,0,61,2
105911,1,0,1,0,0,0,-99,-99,61,2
105912,0,1,1,0,0,1,0,1,67,2
105913,1,0,0,1,0,0,0,1,57,1
105916,0,0,1,0,0,1,1,0,64,2
105920,0,1,0,1,0,1,0,1,58,2
105921,0,0,0,0,1,0,0,0,52,1
105926,0,1,0,1,1,0,0,1,77,2
105927,0,0,0,0,0,0,1,0,57,2
105947,-99,-99,0,1,1,0,0,1,55,2
105952,1,0,1,0,1,0,0,1,75,2
105957,0,0,0,0,0,0,0,0,43,2
105958,1,0,0,0,0,0,0,0,70,2
105960,0,0,0,0,0,0,0,0,62,2
105961,1,0,0,1,1,0,0,1,63,1
105963,0,0,0,0,1,0,1,0,49,2
105965,1,0,0,0,0,0,0,0,65,2
105975,0,0,0,1,0,1,0,0,75,2
105978,1,0,1,0,1,0,1,0,74,2
105986,1,0,0,0,1,0,0,0,59,2
105988,0,1,0,1,1,0,1,0,72,2
105994,0,0,0,1,1,0,1,0,67,2
105998,0,1,0,0,1,0,1,0,59,1
106005,0,0,0,0,1,0,0,0,67,1
106006,0,0,0,1,1,0,0,1,77,1
106013,0,1,0,0,1,0,0,0,77,2
106015,0,1,0,1,0,1,0,1,62,2
106019,0,0,0,0,1,0,0,0,66,1
106021,0,1,0,0,1,0,-99,-99,57,2
106023,0,1,0,0,1,0,0,1,77,2
106025,0,1,0,0,1,0,-99,-99,65,1
106028,0,1,0,1,1,0,0,1,64,1
106031,0,1,0,1,1,0,0,1,65,1
106035,1,0,0,1,1,0,0,1,81,1
106038,0,1,1,0,1,0,1,0,57,1
106039,1,0,0,0,1,0,0,1,60,1
106040,0,0,0,0,0,0,0,0,83,2
106043,0,0,0,0,1,0,-99,-99,66,2
106045,1,0,0,1,1,0,1,0,56,1
106046,0,1,1,0,1,0,0,0,80,2
106052,0,1,1,0,1,0,0,1,71,2
106055,1,0,0,1,1,0,1,0,57,2
106062,0,0,0,0,1,0,0,0,81,1
106065,-99,-99,0,0,1,0,0,1,62,1
106066,1,0,0,1,0,1,0,1,74,1
106068,0,0,0,0,0,0,0,0,78,2
106069,0,1,0,1,0,1,1,0,60,2
106071,0,0,0,0,1,0,1,0,68,1
106072,0,0,0,0,0,0,1,0,58,2
106074,0,1,1,0,1,0,1,0,60,2
106076,1,0,0,0,0,0,0,1,68,2
106078,0,1,0,1,1,0,0,0,59,1
106079,0,1,0,1,0,1,0,1,74,2
106081,0,1,0,1,1,0,-99,-99,57,2
106086,1,0,0,1,0,1,0,1,61,1
106087,0,1,1,0,1,0,1,0,68,2
106093,1,0,0,0,0,0,1,0,61,2
106095,1,0,0,0,1,0,1,0,65,2
106097,0,0,0,1,1,0,0,1,66,1
106098,0,1,0,0,1,0,0,0,62,2
106101,0,1,0,1,1,0,1,0,58,2
106113,0,0,1,0,0,0,0,1,68,1
106117,0,1,0,0,1,0,1,0,62,2
106125,0,1,0,1,0,0,1,0,69,2
106126,1,0,1,0,1,0,1,0,60,2
106134,0,0,0,0,0,0,1,0,73,2
106141,0,0,0,0,0,0,0,1,59,2
106144,0,0,0,1,1,0,0,1,57,1
106148,1,0,0,0,1,0,0,1,60,1
106151,0,0,1,0,1,0,-99,-99,59,2
106154,1,0,0,0,1,0,1,0,63,2
106158,0,1,1,0,1,0,0,1,57,2
106162,1,0,0,0,0,0,1,0,62,2
106164,1,0,1,0,0,0,1,0,74,2
106167,0,1,0,1,1,0,1,0,59,2
106171,0,1,1,0,1,0,0,1,64,2
106172,0,1,0,1,0,1,0,1,69,1
106173,0,0,0,1,1,0,1,0,56,1
106174,-99,-99,0,0,0,0,0,1,60,2
106182,0,0,0,0,0,0,0,0,57,1
106189,1,0,1,0,0,1,0,0,64,2
106190,1,0,0,1,1,0,1,0,66,1
106195,1,0,0,1,1,0,0,0,62,2
106196,0,1,1,0,1,0,1,0,73,1
106197,0,0,0,0,1,0,0,0,79,1
106199,0,0,1,0,1,0,0,1,64,1
106205,1,0,0,1,1,0,0,1,64,1
106208,1,0,1,0,1,0,0,0,85,2
106209,0,1,1,0,1,0,0,1,75,1
106212,0,1,0,0,0,0,0,1,75,1
106215,0,0,0,1,1,0,0,1,72,1
106221,1,0,0,0,1,0,0,1,60,1
106227,0,0,0,1,1,0,0,0,67,2
106248,0,1,1,0,0,0,0,0,74,1
106249,1,0,0,1,0,0,0,1,68,1
106257,0,0,1,0,0,0,0,0,62,1
106260,0,1,0,1,1,0,0,1,60,2
106266,0,0,0,1,1,0,0,1,67,2
106269,0,1,0,1,0,1,0,1,74,1
106271,1,0,0,1,1,0,1,0,48,2
106279,0,1,0,0,0,0,-99,-99,74,2
106286,1,0,1,0,1,0,1,0,61,2
106294,0,1,1,0,0,0,0,1,62,1
106297,0,0,0,1,1,0,1,0,61,2
106300,0,1,0,1,1,0,0,1,61,2
106301,0,0,0,1,0,1,1,0,57,1
106302,0,0,1,0,1,0,0,0,76,1
106303,1,0,0,0,0,0,0,1,61,1
106307,0,0,1,0,1,0,1,0,70,2
106308,-99,-99,0,0,1,0,1,0,59,2
106309,1,0,0,1,0,1,1,0,71,2
106317,1,0,0,1,1,0,0,1,61,2
106324,1,0,1,0,1,0,-99,-99,64,2
106325,0,1,1,0,1,0,0,1,67,2
106327,0,0,1,0,1,0,1,0,77,2
106333,0,0,0,0,1,0,0,1,61,2
106341,1,0,1,0,0,0,0,0,61,2
106343,1,0,1,0,0,0,1,0,62,2
106346,-99,-99,0,0,0,0,-99,-99,60,1
106348,0,0,0,0,0,0,1,0,62,1
106349,0,1,1,0,0,1,0,1,65,1
106350,0,1,0,1,1,0,0,1,61,2
106352,0,0,0,1,1,0,0,1,72,1
106363,0,0,0,0,1,0,0,1,66,1
106364,1,0,0,1,0,1,1,0,64,1
106369,0,1,0,1,1,0,0,1,61,1
106370,1,0,0,1,1,0,1,0,60,1
106372,0,1,0,1,0,1,0,1,60,1
106373,1,0,0,0,1,0,1,0,68,2
106376,0,1,0,1,1,0,0,1,68,2
106377,1,0,1,0,1,0,0,1,75,1
106385,0,0,1,0,0,0,0,1,62,2
106386,0,0,1,0,1,0,1,0,58,2
106388,1,0,0,1,0,0,1,0,61,2
106390,0,0,0,0,0,0,1,0,71,1
106395,1,0,0,1,0,1,0,1,61,2
106396,1,0,0,1,0,0,0,1,64,1
106399,0,1,0,1,1,0,1,0,72,2
106400,1,0,0,0,1,0,1,0,61,2
106403,1,0,1,0,1,0,0,1,72,1
106416,0,1,0,1,0,0,0,0,72,2
106419,1,0,0,0,0,0,0,1,68,2
106420,0,1,0,1,0,1,1,0,60,1
106425,0,0,0,1,1,0,1,0,70,1
106432,0,0,0,0,0,0,-99,-99,64,1
106433,-99,-99,0,0,1,0,0,1,81,1
106435,0,0,0,0,1,0,0,1,61,1
106442,0,0,0,1,0,1,-99,-99,60,2
106447,0,0,0,0,0,0,0,0,65,2
106456,0,0,0,0,0,0,0,0,61,2
106458,1,0,0,1,0,1,1,0,62,1
106460,0,0,0,0,1,0,0,0,57,1
106462,0,0,0,0,0,0,0,0,67,1
106463,0,1,1,0,0,1,0,1,64,1
106464,0,1,0,1,0,1,1,0,72,1
106465,0,1,0,1,1,0,0,1,61,1
106466,0,0,0,0,1,0,1,0,67,1
106467,0,0,0,0,1,0,0,0,64,1
106475,0,1,1,0,0,1,-99,-99,81,2
106481,1,0,0,0,0,0,1,0,72,2
106484,1,0,1,0,1,0,0,1,55,2
106486,0,1,1,0,0,1,0,1,59,1
106487,1,0,0,0,1,0,0,0,69,2
106488,0,0,0,1,1,0,0,1,68,2
106490,1,0,0,0,1,0,0,1,73,1
106491,0,0,1,0,0,0,0,0,57,1
106492,0,1,0,0,1,0,1,0,62,2
106497,1,0,0,0,1,0,1,0,62,2
106501,-99,-99,0,1,0,1,0,1,56,2
106502,0,1,0,1,1,0,0,1,70,2
106503,0,1,0,0,0,0,0,1,62,1
106509,1,0,0,1,1,0,1,0,58,1
106516,1,0,1,0,1,0,0,0,71,2
106517,1,0,0,0,1,0,0,0,60,2
106519,1,0,0,0,0,0,1,0,62,1
106522,0,0,0,1,1,0,1,0,58,2
106524,0,0,0,1,0,1,0,0,57,1
106525,0,0,0,1,0,1,0,0,57,2
106526,0,0,0,1,1,0,1,0,60,1
106527,0,0,0,0,0,0,0,0,77,2
106530,0,1,0,1,1,0,1,0,77,2
106531,1,0,1,0,1,0,1,0,64,2
106533,0,0,0,0,0,0,1,0,63,1
106534,1,0,0,0,0,0,-99,-99,59,1
106536,1,0,1,0,1,0,0,1,61,1
106544,0,0,1,0,1,0,1,0,68,2
106546,1,0,1,0,0,0,1,0,73,1
106547,0,1,1,0,1,0,0,1,69,2
106548,0,1,0,1,0,1,0,1,60,2
106549,0,1,0,1,1,0,0,1,64,1
106554,0,0,0,0,1,0,-99,-99,56,1
106564,-99,-99,0,1,1,0,1,0,80,1
106566,1,0,0,0,1,0,-99,-99,58,2
106572,0,0,1,0,1,0,0,0,67,2
106576,1,0,0,1,0,1,1,0,60,2
106580,0,1,0,1,0,1,1,0,59,2
106583,0,0,1,0,0,0,1,0,86,2
106590,0,1,1,0,1,0,1,0,61,2
106593,0,0,0,1,1,0,0,0,61,1
106595,1,0,0,0,0,0,0,0,64,2
106596,0,1,0,1,1,0,0,1,58,2
106598,0,1,0,0,1,0,0,1,61,2
106599,1,0,1,0,0,0,1,0,58,2
106607,0,0,0,0,1,0,0,0,63,1
106609,0,1,1,0,1,0,1,0,57,2
106611,0,1,1,0,1,0,0,0,67,1
106612,0,1,0,1,1,0,-99,-99,59,2
106613,0,1,0,1,0,1,0,1,58,1
106620,0,1,0,1,0,1,0,1,68,2
106621,0,0,0,0,1,0,0,0,62,1
106633,1,0,1,0,1,0,0,1,70,1
106638,0,1,0,0,1,0,1,0,66,2
106643,1,0,1,0,1,0,1,0,60,2
106645,1,0,0,1,0,1,-99,-99,66,1
106646,1,0,1,0,1,0,0,1,64,2
106647,1,0,0,0,0,0,-99,-99,59,1
106651,0,1,0,1,0,1,1,0,61,2
106652,0,1,0,0,1,0,0,1,68,2
106654,1,0,1,0,0,0,1,0,76,1
106660,1,0,1,0,0,0,0,0,69,1
106661,1,0,0,1,0,1,1,0,62,1
106666,0,1,1,0,0,0,1,0,60,2
106672,-99,-99,0,0,1,0,0,0,61,2
106676,1,0,0,1,1,0,0,1,58,2
106683,1,0,0,1,1,0,0,1,77,1
106684,0,0,0,1,0,0,0,0,78,1
106686,0,1,0,1,0,1,0,1,66,1
106690,0,1,0,0,1,0,0,1,79,2
106694,0,0,0,1,0,1,1,0,65,2
106697,0,1,1,0,0,0,0,1,64,2
106698,0,0,0,1,0,1,0,1,54,2
106710,0,0,0,0,1,0,1,0,65,2
106712,0,1,1,0,0,0,0,1,73,1
106715,0,1,0,0,1,0,0,0,69,2
106727,0,1,0,1,0,1,0,1,65,1
106729,1,0,0,0,0,0,1,0,67,2
106737,0,0,0,0,1,0,0,0,62,1
106740,1,0,0,1,0,1,0,1,61,2
106743,1,0,0,1,0,1,0,1,57,2
106752,0,1,0,1,0,1,1,0,58,1
106753,0,1,0,1,1,0,1,0,57,1
106754,1,0,1,0,0,1,0,1,65,2
106755,-99,-99,1,0,1,0,0,0,57,2
106762,0,1,1,0,1,0,0,0,80,2
106772,0,0,0,1,0,1,1,0,56,2
106773,0,1,0,0,0,0,0,0,63,2
106774,1,0,0,0,1,0,0,1,61,2
106776,1,0,0,1,1,0,0,0,79,2
106779,0,1,0,1,1,0,0,1,71,2
106781,1,0,0,1,1,0,0,0,79,1
106783,0,0,0,1,1,0,0,1,71,1
106789,1,0,1,0,1,0,0,1,58,2
106791,0,1,1,0,0,1,0,0,67,2
106792,0,0,0,1,1,0,0,1,56,2
106798,-99,-99,0,0,0,0,0,0,63,2
106799,0,0,0,0,1,0,1,0,60,2
106800,0,1,0,1,0,1,0,1,61,2
106802,1,0,0,1,1,0,0,1,76,2
106803,0,0,1,0,1,0,-99,-99,64,2
106804,0,0,0,0,1,0,0,0,72,2
106811,1,0,1,0,1,0,0,1,53,2
106814,1,0,0,0,0,0,1,0,64,2
106815,1,0,0,0,1,0,0,0,66,2
106822,1,0,1,0,1,0,0,1,54,2
106823,0,0,0,1,0,1,0,0,60,1
106827,0,1,1,0,1,0,0,1,80,1
106830,0,1,0,1,0,1,-99,-99,61,1
106833,0,0,0,0,1,0,1,0,71,2
106835,0,0,1,0,0,0,0,0,64,1
106836,0,1,0,1,1,0,0,1,78,1
106847,1,0,0,0,1,0,0,1,61,2
106849,0,1,0,1,0,1,0,1,57,2
106851,0,1,0,0,1,0,0,1,67,1
106853,0,1,0,1,1,0,1,0,59,2
106862,1,0,0,0,1,0,0,0,81,1
106863,0,0,0,0,1,0,0,0,67,2
106866,0,1,1,0,0,0,0,0,81,2
106868,0,1,0,1,1,0,0,1,56,1
106873,0,1,1,0,1,0,-99,-99,62,1
106876,1,0,1,0,0,0,0,1,75,2
106880,1,0,0,0,1,0,0,1,61,2
106881,0,0,0,0,1,0,0,0,85,1
106886,0,1,0,0,0,1,-99,-99,58,2
106899,0,1,0,0,0,0,0,0,60,2
106905,0,1,0,1,0,1,1,0,69,1
106906,0,0,0,0,0,0,0,0,71,2
106907,1,0,0,1,0,1,0,1,64,1
106910,0,0,0,0,0,0,0,1,69,2
106912,0,1,1,0,1,0,0,1,65,2
106920,0,0,0,0,0,0,0,0,61,2
106922,0,0,0,0,1,0,0,0,63,2
106925,1,0,0,0,1,0,0,0,59,2
106929,0,0,0,0,0,0,-99,-99,64,1
106931,0,1,0,0,1,0,1,0,75,2
106932,1,0,1,0,1,0,1,0,71,1
106948,0,1,0,0,0,0,1,0,57,1
106954,1,0,0,0,1,0,0,0,63,1
106956,1,0,0,0,1,0,1,0,75,1
106958,1,0,0,1,1,0,0,1,58,1
106966,1,0,0,0,1,0,0,0,73,2
106968,0,1,0,1,1,0,0,0,60,1
106978,1,0,0,0,0,0,0,0,69,2
106982,1,0,0,0,1,0,0,0,71,1
106984,0,1,1,0,1,0,0,1,84,2
106985,0,1,0,1,0,1,0,1,72,2
107000,0,0,1,0,1,0,1,0,58,2
107002,1,0,1,0,0,0,1,0,62,2
107003,0,1,0,1,0,1,0,1,59,1
107007,0,1,0,1,1,0,0,1,71,2
107009,0,0,-99,-99,1,0,1,0,75,2
107019,0,0,0,1,1,0,1,0,75,2
107021,0,1,0,0,0,0,0,0,78,1
107022,0,1,1,0,0,0,0,0,56,1
107024,0,0,1,0,1,0,1,0,57,2
107026,1,0,0,0,0,0,0,0,68,2
107031,1,0,0,0,1,0,1,0,49,2
107033,1,0,0,1,1,0,0,1,64,1
107039,0,0,0,0,0,0,0,0,64,2
107042,0,1,0,1,0,1,0,1,67,2
107044,1,0,0,0,0,0,0,0,69,2
107049,-99,-99,0,1,1,0,0,1,58,2
107053,0,1,1,0,1,0,1,0,62,2
107054,1,0,1,0,0,0,0,0,61,2
107055,0,1,0,0,1,0,-99,-99,59,1
107064,0,1,0,1,0,1,1,0,63,1
107065,1,0,0,0,1,0,0,1,62,1
107066,0,1,0,0,0,0,1,0,74,2
107068,1,0,0,0,0,0,1,0,62,2
107070,0,1,0,1,1,0,0,1,73,2
107072,1,0,0,0,1,0,0,0,63,2
107074,0,1,0,0,1,0,1,0,61,2
107084,1,0,0,0,1,0,1,0,58,2
107099,1,0,0,1,1,0,1,0,65,1
107100,1,0,1,0,0,1,0,0,81,2
107103,1,0,0,1,0,1,1,0,66,1
107110,0,0,0,0,1,0,-99,-99,65,2
107115,1,0,0,1,1,0,0,1,64,1
107121,1,0,0,0,1,0,0,0,67,1
107122,0,0,0,0,0,0,0,0,76,1
107123,0,0,0,0,1,0,0,0,63,2
107129,1,0,0,0,1,0,0,1,79,1
107132,0,1,1,0,1,0,0,1,61,1
107138,0,1,0,1,0,1,0,1,64,2
107142,1,0,0,0,0,0,1,0,77,1
107149,0,0,0,0,1,0,0,0,67,1
107153,0,1,1,0,0,1,0,1,66,1
107154,0,1,0,1,1,0,0,1,58,2
107155,1,0,0,1,0,1,0,0,48,1
107157,0,0,0,0,1,0,0,1,60,1
107160,0,1,0,1,0,1,0,1,70,1
107161,0,1,0,1,0,1,0,1,58,1
107163,0,0,0,0,1,0,-99,-99,58,2
107165,1,0,0,0,0,0,1,0,83,2
107166,0,0,1,0,0,0,0,1,66,2
107169,0,1,0,1,0,1,0,0,83,1
107173,0,1,0,1,1,0,0,1,63,2
107177,0,1,1,0,1,0,0,1,65,2
107185,1,0,0,1,0,1,0,1,62,1
107186,0,1,1,0,1,0,0,0,57,2
107187,0,1,0,1,1,0,0,1,61,2
107189,0,1,0,0,1,0,1,0,76,1
107192,0,1,0,0,1,0,1,0,59,2
107193,1,0,0,1,0,1,0,1,57,1
107199,0,1,0,1,1,0,0,0,67,2
107200,0,0,0,1,1,0,0,1,73,1
107201,0,0,1,0,1,0,0,1,77,2
107204,0,0,0,0,1,0,1,0,76,2
107205,0,0,1,0,1,0,-99,-99,79,2
107208,0,1,0,0,0,1,0,1,52,2
107209,1,0,1,0,0,1,0,1,70,1
107210,0,1,0,1,1,0,0,1,72,2
107213,0,0,0,0,1,0,0,0,81,1
107219,0,1,1,0,0,1,0,1,67,2
107221,0,1,0,1,0,1,0,1,57,1
107226,1,0,1,0,1,0,0,1,71,2
107228,0,0,1,0,1,0,0,1,57,1
107230,1,0,1,0,0,1,0,1,60,1
107231,1,0,1,0,0,1,0,1,59,1
107232,1,0,0,1,0,0,0,1,65,1
107234,0,1,0,1,0,1,0,1,77,1
107238,0,1,0,1,0,1,0,1,51,2
107242,1,0,0,1,1,0,0,0,62,1
107243,0,0,0,0,0,0,1,0,70,2
107252,1,0,0,1,0,1,0,1,61,1
107253,0,0,0,0,0,0,0,0,78,2
107257,0,0,0,0,1,0,1,0,58,2
107261,1,0,0,0,0,0,0,0,62,2
107262,1,0,0,0,1,0,1,0,72,1
107266,1,0,0,0,1,0,0,1,59,1
107269,0,1,1,0,1,0,0,1,74,1
107270,0,0,0,0,1,0,0,0,62,1
107277,0,1,0,1,1,0,0,1,74,2
107279,0,1,0,1,1,0,1,0,72,2
107284,0,1,0,1,1,0,0,1,62,1
107285,0,1,0,1,0,1,0,1,55,2
107286,1,0,1,0,1,0,0,1,77,1
107289,0,0,1,0,1,0,0,1,56,1
107295,0,0,1,0,1,0,1,0,69,1
107296,0,0,0,0,0,0,1,0,70,2
107297,1,0,0,0,1,0,1,0,66,2
107307,1,0,1,0,0,0,0,0,67,2
107310,1,0,1,0,1,0,0,1,69,2
107312,1,0,0,1,1,0,0,0,61,2
107314,0,1,0,1,0,1,0,1,65,2
107316,-99,-99,0,0,0,0,1,0,73,2
107319,-99,-99,0,0,1,0,0,1,71,1
107320,0,1,1,0,1,0,0,0,76,2
107326,1,0,1,0,1,0,1,0,68,2
107327,1,0,1,0,1,0,0,1,66,1
107328,0,0,0,0,1,0,1,0,70,1
107329,1,0,0,1,1,0,0,1,70,1
107341,0,1,0,1,1,0,1,0,66,1
107343,1,0,0,0,0,0,0,0,67,2
107344,0,1,0,0,1,0,1,0,69,1
107345,0,0,0,0,0,0,0,1,74,2
107346,0,0,0,0,0,0,0,0,78,2
107347,0,0,0,1,0,1,0,1,66,2
107349,0,1,0,1,0,1,0,1,60,2
107353,0,0,0,0,0,0,0,0,76,2
107355,1,0,0,0,1,0,0,0,64,1
107369,1,0,0,0,1,0,1,0,80,2
107377,0,0,1,0,1,0,0,1,60,1
107380,0,1,0,1,1,0,0,1,65,2
107384,0,0,1,0,0,0,0,0,85,1
107387,1,0,0,1,0,1,0,1,60,1
107388,0,0,0,0,0,0,0,0,58,2
107394,0,1,0,0,1,0,1,0,58,1
107398,0,0,1,0,1,0,0,0,63,2
107399,0,0,0,0,0,1,1,0,64,1
107409,1,0,1,0,1,0,0,1,59,2
107414,0,0,0,1,0,1,0,1,72,1
107424,0,1,0,0,1,0,0,1,60,2
107425,1,0,1,0,0,0,1,0,66,2
107426,0,1,0,0,1,0,0,1,72,1
107427,0,0,0,0,1,0,1,0,63,2
107429,0,1,1,0,1,0,1,0,77,2
107430,0,1,0,1,0,1,0,1,62,1
107432,1,0,1,0,1,0,0,0,67,1
107435,1,0,0,1,1,0,1,0,56,2
107436,1,0,1,0,0,1,1,0,58,2
107437,1,0,0,1,0,1,0,1,72,1
107439,0,1,0,1,1,0,0,1,61,2
107441,-99,-99,0,0,1,0,1,0,82,2
107444,1,0,0,1,1,0,0,1,61,1
107446,1,0,0,0,0,0,1,0,71,2
107447,0,1,0,1,0,0,0,1,54,2
107448,0,1,1,0,1,0,0,1,64,2
107453,1,0,1,0,1,0,0,1,56,2
107456,0,0,1,0,1,0,0,0,64,1
107457,1,0,0,0,1,0,1,0,69,1
107466,1,0,0,0,1,0,0,1,62,1
107467,0,0,0,1,0,0,0,0,76,2
107471,0,1,0,1,1,0,0,1,76,1
107476,0,1,0,1,0,1,0,1,58,1
107488,0,0,1,0,0,0,1,0,60,1
107490,0,0,0,1,1,0,0,0,61,2
107491,1,0,1,0,1,0,0,1,77,2
107496,0,0,0,0,0,0,0,0,61,2
107497,0,0,1,0,1,0,0,1,57,2
107506,0,0,0,0,1,0,0,1,60,1
107507,1,0,1,0,0,1,0,0,66,1
107513,0,0,0,0,0,0,1,0,60,2
107515,0,0,0,0,0,0,1,0,67,2
107517,1,0,1,0,1,0,0,1,63,2
107523,0,1,0,1,1,0,1,0,53,2
107529,0,1,-99,-99,0,1,0,1,64,1
107530,0,0,0,0,1,0,0,0,66,1
107535,0,0,0,0,0,1,1,0,60,1
107543,1,0,0,0,1,0,0,1,65,2
107544,0,0,0,0,0,0,0,0,81,2
107550,1,0,0,0,1,0,1,0,58,1
107552,1,0,0,1,1,0,1,0,64,1
107556,0,0,1,0,1,0,0,1,64,1
107557,0,0,1,0,1,0,1,0,60,1
107559,1,0,0,0,0,0,1,0,71,2
107562,1,0,0,1,1,0,1,0,75,1
107564,0,1,0,1,1,0,0,1,69,2
107569,1,0,0,1,1,0,0,1,56,2
107572,0,1,0,0,1,0,-99,-99,76,2
107576,0,0,0,0,1,0,-99,-99,57,1
107577,0,0,1,0,1,0,-99,-99,59,2
107579,0,0,1,0,0,0,0,1,54,2
107581,1,0,1,0,0,1,0,1,60,1
107588,0,1,0,1,1,0,0,1,73,2
107593,0,0,0,0,0,0,1,0,67,2
107594,0,0,1,0,1,0,0,1,54,2
107598,0,0,1,0,1,0,0,1,61,2
107603,1,0,0,0,0,1,0,1,69,2
107604,0,0,0,1,0,1,0,0,48,2
107605,0,1,0,1,0,1,0,1,73,1
107614,0,1,0,0,1,0,-99,-99,70,1
107615,0,1,0,0,1,0,0,0,70,2
107616,0,0,0,0,0,0,0,0,69,1
107619,0,0,1,0,1,0,1,0,54,2
107622,0,1,1,0,1,0,0,1,57,2
107626,0,0,0,0,1,0,0,1,63,2
107628,0,0,1,0,1,0,0,0,65,2
107636,0,1,0,0,1,0,1,0,50,2
107638,0,1,1,0,1,0,0,1,72,2
107641,0,0,0,1,0,0,-99,-99,83,1
107642,0,0,0,0,0,0,0,0,71,2
107647,0,1,0,0,1,0,0,0,75,1
107652,1,0,0,0,0,0,-99,-99,61,2
107653,0,0,0,0,0,0,-99,-99,59,2
107657,0,1,0,0,0,0,0,0,68,2
107658,0,1,0,1,0,1,0,1,59,2
107670,0,0,0,1,1,0,1,0,64,1
107676,0,0,0,0,1,0,0,1,60,1
107680,1,0,0,0,0,0,0,1,62,1
107683,1,0,1,0,1,0,0,0,65,1
107693,0,1,1,0,1,0,0,1,62,1
107696,1,0,1,0,1,0,1,0,70,1
107698,0,1,0,1,1,0,0,1,70,2
107699,0,0,1,0,1,0,1,0,79,1
107700,0,1,1,0,1,0,1,0,59,2
107701,-99,-99,0,0,0,0,0,1,70,2
107703,0,1,1,0,1,0,1,0,58,2
107711,0,0,0,0,0,0,1,0,60,1
107718,1,0,0,0,0,1,1,0,50,2
107720,0,1,0,1,0,1,1,0,58,2
107725,0,1,0,0,1,0,1,0,61,1
107737,1,0,0,0,1,0,1,0,82,2
107739,0,1,0,0,1,0,1,0,76,2
107743,0,0,0,0,1,0,-99,-99,56,2
107746,0,1,1,0,1,0,0,1,61,2
107747,1,0,0,1,1,0,1,0,69,2
107748,0,1,0,0,1,0,1,0,52,2
107749,1,0,1,0,0,0,1,0,78,2
107751,1,0,0,0,0,0,0,1,55,2
107758,1,0,1,0,1,0,1,0,59,1
107759,0,0,0,0,1,0,1,0,65,2
107768,0,0,1,0,1,0,0,0,72,1
107770,0,0,0,0,1,0,1,0,70,1
107775,1,0,0,1,0,1,0,1,80,1
107778,1,0,0,1,1,0,1,0,56,1
107785,0,1,0,1,0,1,0,1,60,1
107786,0,0,0,0,0,0,0,1,65,2
107787,0,0,1,0,0,1,-99,-99,64,1
107788,0,1,1,0,1,0,1,0,99,2
107791,0,1,1,0,0,0,0,1,77,2
107795,0,1,0,0,0,0,1,0,69,2
107796,1,0,0,0,0,0,0,0,72,2
107797,1,0,0,0,1,0,0,0,75,2
107805,0,0,0,1,0,0,0,0,67,2
107817,0,0,0,0,1,0,0,0,68,2
107822,1,0,0,0,1,0,0,0,59,1
107823,1,0,1,0,0,0,0,1,58,2
107824,0,0,0,1,0,1,0,0,58,2
107826,1,0,0,0,0,1,0,0,57,1
107827,0,1,0,1,0,1,0,1,57,1
107836,0,0,0,0,1,0,1,0,71,1
107841,1,0,0,0,0,0,1,0,78,2
107844,1,0,0,1,1,0,0,0,72,1
107845,1,0,1,0,1,0,1,0,56,2
107847,0,0,0,1,1,0,0,1,76,2
107848,1,0,0,0,1,0,1,0,60,1
107853,0,0,0,1,1,0,0,1,63,2
107854,1,0,0,0,1,0,0,0,75,2
107857,0,0,1,0,1,0,1,0,63,1
107862,0,0,0,0,0,0,0,0,58,2
107871,1,0,0,0,0,0,0,0,71,2
107873,0,0,1,0,0,0,0,0,69,2
107874,-99,-99,0,0,0,0,-99,-99,58,2
107877,1,0,0,1,1,0,1,0,58,2
107880,1,0,0,1,0,0,0,0,83,2
107882,0,1,1,0,1,0,0,1,74,2
107886,-99,-99,0,0,0,0,0,0,69,2
107887,0,1,1,0,1,0,1,0,57,2
107896,0,0,0,0,1,0,0,0,67,2
107899,1,0,0,1,1,0,0,0,64,1
107904,1,0,0,1,0,1,0,1,58,2
107907,0,1,0,1,0,1,0,1,71,1
107908,0,1,0,1,0,1,0,1,54,2
107910,1,0,0,0,1,0,0,1,72,2
107913,0,1,0,0,0,0,1,0,66,2
107914,1,0,0,1,0,1,0,1,67,1
107922,0,0,0,0,0,0,0,0,76,1
