"idauniq","Paternal_Occ_Intermediate","Paternal_Occ_High","Self_Occ_Intermediate","Self_Occ_High","Education_Intermediate","Education_Degree","Wealth_Second_Tertile","Wealth_Third_Tertile","Age","Sex"
112107,0,1,0,0,1,0,1,0,69,1
112111,0,0,0,0,0,0,0,0,76,2
112112,0,1,0,1,0,1,0,1,59,1
112115,0,1,0,1,0,1,1,0,62,2
112116,0,1,1,0,1,0,0,1,64,2
112124,1,0,0,0,1,0,0,0,68,2
112137,0,1,0,0,1,0,1,0,78,2
112139,0,1,0,1,0,1,1,0,66,2
112140,0,0,0,1,1,0,1,0,67,1
112142,0,1,0,0,0,1,1,0,62,1
112145,0,0,0,1,0,1,0,1,72,2
112152,0,0,0,0,1,0,-99,-99,57,2
112154,0,1,0,1,0,1,0,1,67,2
112163,0,1,1,0,1,0,1,0,56,2
112174,0,1,0,1,0,1,0,1,66,2
112177,0,0,0,0,1,0,0,0,80,2
112179,1,0,0,0,0,0,0,0,60,2
112182,0,0,0,0,1,0,1,0,62,1
112185,0,0,0,0,0,0,1,0,73,2
112189,1,0,0,0,0,0,-99,-99,73,2
112194,1,0,0,0,0,0,1,0,68,1
112195,0,0,0,1,0,0,0,0,75,2
112206,0,0,0,0,0,0,0,0,59,2
112208,0,0,0,1,0,1,0,0,57,2
112210,1,0,1,0,0,1,1,0,52,2
112214,0,0,0,1,0,1,0,1,59,1
112215,1,0,1,0,1,0,1,0,71,2
112218,1,0,0,1,1,0,1,0,59,2
112219,1,0,0,0,0,0,0,0,51,2
112228,1,0,0,1,1,0,0,1,63,1
112229,1,0,1,0,1,0,1,0,69,1
112231,0,1,0,1,1,0,1,0,69,2
112232,0,1,0,1,0,1,0,1,64,1
112236,1,0,1,0,1,0,-99,-99,58,2
112244,0,1,1,0,1,0,0,1,57,2
112249,1,0,1,0,0,0,0,0,67,1
112253,1,0,0,0,1,0,1,0,64,2
112256,0,0,1,0,1,0,0,0,74,2
112258,1,0,0,0,1,0,0,1,69,1
112263,0,1,0,1,1,0,0,1,70,1
112275,0,0,1,0,0,1,0,0,56,2
112277,0,0,0,1,0,1,1,0,73,1
112279,1,0,0,1,1,0,0,0,71,2
112282,0,0,0,0,1,0,0,0,57,1
112284,0,0,1,0,0,0,0,0,65,1
112285,0,0,0,0,1,0,1,0,63,2
112287,1,0,0,1,1,0,0,1,80,2
112290,0,0,0,1,0,1,0,0,71,2
112295,0,0,1,0,0,0,0,1,78,1
112299,0,1,0,0,0,0,0,1,64,2
112301,0,1,1,0,1,0,1,0,62,2
112302,1,0,0,1,1,0,0,1,65,1
112304,1,0,1,0,1,0,0,0,57,2
112307,0,1,1,0,0,1,0,1,56,2
112313,1,0,0,0,1,0,0,0,78,1
112318,0,1,1,0,1,0,1,0,81,2
112323,-99,-99,0,0,1,0,1,0,80,2
112334,1,0,0,0,0,0,0,0,80,1
112335,0,0,0,0,1,0,0,1,74,1
112340,-99,-99,0,0,0,0,1,0,68,2
112344,1,0,1,0,1,0,0,1,83,2
112345,0,0,1,0,1,0,0,0,81,2
112352,0,0,0,1,1,0,1,0,70,2
112353,1,0,0,0,1,0,-99,-99,61,2
112355,0,1,0,0,1,0,1,0,71,2
112358,0,0,0,1,1,0,0,1,58,1
112359,1,0,0,0,1,0,1,0,69,1
112368,1,0,0,1,1,0,0,0,60,2
112369,0,1,0,1,1,0,1,0,81,2
112373,0,0,1,0,0,0,1,0,71,2
112379,1,0,0,0,0,0,0,0,61,2
112397,0,1,0,1,1,0,1,0,52,2
112413,0,1,0,1,1,0,0,1,59,2
112422,1,0,0,0,1,0,1,0,68,1
112426,1,0,0,1,0,0,1,0,62,2
112427,-99,-99,0,1,0,0,0,1,60,2
112432,-99,-99,1,0,1,0,0,0,57,1
112434,1,0,0,0,1,0,1,0,60,1
112440,0,1,0,1,1,0,1,0,57,1
112441,1,0,0,0,0,0,1,0,73,1
112442,0,0,1,0,1,0,0,0,73,1
112444,-99,-99,0,1,0,1,0,1,58,1
112458,1,0,0,0,1,0,1,0,68,2
112461,1,0,0,1,1,0,1,0,70,1
112463,0,1,0,1,0,1,1,0,59,1
112464,0,1,0,1,0,1,0,1,76,1
112466,0,1,1,0,1,0,0,0,59,2
112469,0,0,-99,-99,0,0,0,0,76,2
112473,0,1,0,1,0,1,1,0,52,2
112484,0,0,0,0,1,0,1,0,62,2
112488,1,0,0,0,1,0,1,0,61,2
112489,0,1,0,1,0,1,0,1,60,1
112491,1,0,0,0,0,0,0,0,59,2
112493,0,1,0,1,0,1,0,1,64,2
112494,1,0,0,1,1,0,0,1,65,2
112503,0,0,0,0,0,0,0,0,74,2
112504,0,1,0,1,0,1,0,1,66,1
112506,0,0,0,0,0,0,0,0,79,2
112510,0,0,1,0,0,0,0,0,77,2
112514,0,1,1,0,0,1,0,1,71,2
112517,1,0,0,1,1,0,0,1,61,1
112518,0,0,0,0,1,0,0,0,63,1
112522,1,0,0,0,1,0,-99,-99,61,1
112523,-99,-99,0,0,0,0,1,0,77,2
112539,0,1,0,0,1,0,0,1,59,2
112540,0,1,1,0,1,0,0,0,58,2
112541,0,1,0,1,1,0,0,1,70,2
112542,1,0,0,1,1,0,0,1,62,2
112543,0,1,0,1,0,1,0,1,61,1
112545,0,1,1,0,1,0,0,0,59,2
112548,0,1,0,0,1,0,0,1,55,2
112558,0,1,0,1,0,1,1,0,78,1
112559,0,0,0,1,0,0,0,1,63,2
112566,1,0,0,0,0,0,1,0,59,1
112568,0,0,0,1,1,0,0,0,58,1
112570,1,0,0,0,0,0,0,0,75,2
112571,1,0,1,0,0,1,0,1,67,1
112578,1,0,0,0,0,0,1,0,69,1
112580,0,1,1,0,0,1,0,1,83,2
112583,0,0,0,0,1,0,0,0,57,2
112584,0,1,1,0,1,0,0,1,66,2
112588,1,0,0,0,0,0,0,0,74,2
112593,0,1,1,0,0,1,0,1,67,2
112601,0,1,1,0,0,1,0,1,73,2
112607,-99,-99,1,0,1,0,0,0,65,1
112612,0,1,0,1,0,1,0,1,60,1
112614,0,1,1,0,1,0,1,0,71,2
112615,1,0,0,0,1,0,0,0,72,1
112629,0,1,0,0,1,0,0,0,65,2
112633,0,0,1,0,1,0,0,1,57,1
112658,0,1,1,0,1,0,0,1,59,2
112659,0,1,0,1,0,1,0,1,67,1
112662,0,0,0,0,0,0,0,1,53,2
112666,0,1,0,0,1,0,1,0,72,1
112668,0,0,0,0,0,0,-99,-99,58,2
112669,0,0,0,1,1,0,1,0,71,1
112670,1,0,0,0,1,0,0,0,64,2
112672,0,1,0,1,0,1,0,1,70,1
112679,1,0,0,1,1,0,1,0,84,1
112683,0,1,0,0,0,0,0,0,57,2
112696,1,0,0,0,1,0,1,0,66,2
112699,0,0,1,0,1,0,1,0,71,2
112700,1,0,0,1,0,1,0,0,54,2
112701,1,0,0,1,0,1,1,0,58,1
112704,0,1,0,1,0,1,0,1,71,1
112705,0,1,0,1,1,0,1,0,68,2
112709,0,0,0,1,1,0,0,0,54,2
112712,1,0,0,0,0,0,0,0,73,2
112714,0,0,1,0,1,0,1,0,59,2
112722,0,1,0,0,1,0,0,1,57,1
112723,0,1,0,1,0,1,0,1,56,2
112726,0,1,0,1,0,1,0,1,61,1
112732,1,0,1,0,1,0,0,0,75,2
112739,0,1,1,0,1,0,0,1,72,2
112741,0,1,1,0,1,0,0,1,70,2
112743,0,1,1,0,1,0,0,1,65,2
112746,0,0,1,0,1,0,1,0,84,1
112750,0,1,0,0,1,0,0,1,58,2
112751,1,0,1,0,1,0,1,0,69,1
112753,0,0,0,1,0,1,0,1,71,1
112768,1,0,0,1,1,0,0,1,82,1
112769,0,1,1,0,0,0,0,1,70,2
112771,1,0,0,0,1,0,0,0,67,1
112774,0,0,0,1,1,0,0,1,67,2
112780,0,0,0,1,0,0,0,0,65,2
112786,1,0,0,1,1,0,0,1,60,1
112788,0,1,0,1,1,0,0,1,73,1
112790,0,1,0,1,1,0,1,0,62,1
112793,1,0,0,1,1,0,1,0,72,2
112796,1,0,0,1,0,1,0,1,74,1
112798,0,0,0,0,1,0,1,0,60,2
112801,0,1,0,1,1,0,0,1,61,1
112814,0,0,0,0,1,0,0,0,58,2
112815,0,1,0,1,0,1,0,1,61,1
112816,0,0,0,1,1,0,0,1,67,2
112824,0,0,0,0,1,0,1,0,74,1
112830,0,1,0,0,1,0,1,0,63,2
112834,1,0,0,1,0,1,0,1,58,1
112836,1,0,0,1,0,1,0,1,76,1
112843,1,0,0,0,0,0,-99,-99,52,2
112847,1,0,0,0,0,0,1,0,81,2
112850,0,0,0,0,0,0,0,0,64,1
112851,1,0,1,0,1,0,0,1,61,2
112860,0,0,0,0,1,0,1,0,55,2
112861,1,0,0,1,1,0,1,0,54,2
112863,0,0,0,1,1,0,0,0,54,1
112865,0,0,0,0,0,0,0,0,70,2
112869,0,1,1,0,1,0,0,1,68,2
112874,1,0,0,1,0,1,1,0,64,1
112878,1,0,1,0,1,0,0,1,71,2
112880,0,0,0,1,1,0,1,0,70,2
112905,0,1,1,0,0,1,0,1,57,1
112914,0,1,0,0,1,0,0,1,73,2
112924,0,0,0,0,0,1,0,0,65,2
112925,0,1,0,1,1,0,0,1,66,1
112933,1,0,0,0,0,0,0,0,59,1
112938,0,1,0,1,0,1,0,1,63,2
112945,0,0,1,0,0,0,0,0,73,1
112948,1,0,0,1,0,1,0,0,63,1
112951,0,0,0,0,1,0,0,0,58,1
112952,1,0,0,0,1,0,0,0,64,1
112955,0,1,0,1,0,1,0,1,65,2
112963,0,0,1,0,0,1,1,0,65,2
112968,0,1,1,0,1,0,1,0,58,2
112971,0,0,0,0,0,0,0,0,60,1
112972,1,0,0,1,1,0,0,0,57,2
112975,0,0,0,0,1,0,0,0,77,1
112976,1,0,0,0,1,0,0,0,64,2
112979,0,0,1,0,1,0,0,1,53,2
112992,1,0,0,1,0,1,1,0,56,2
112993,0,1,0,0,1,0,0,1,56,2
112994,0,1,0,1,1,0,0,1,47,2
112996,1,0,0,0,0,0,-99,-99,70,2
112999,1,0,1,0,1,0,1,0,68,1
113001,0,0,0,0,0,0,0,0,73,2
113004,0,1,0,1,1,0,0,0,78,1
113005,0,1,0,0,1,0,1,0,65,2
113006,1,0,0,1,1,0,0,1,66,1
113007,0,1,0,1,1,0,1,0,59,2
113012,0,1,1,0,1,0,0,1,58,2
113015,0,0,0,0,1,0,0,1,62,1
113025,0,0,0,0,1,0,0,0,58,2
113030,0,1,0,1,0,1,0,1,86,1
113034,0,1,0,1,1,0,0,1,61,1
113036,1,0,0,0,0,0,0,0,71,2
113040,0,0,1,0,1,0,0,0,63,2
113041,0,1,0,0,1,0,1,0,48,2
113042,1,0,0,0,1,0,-99,-99,61,2
113045,1,0,0,0,1,0,0,0,65,1
113048,1,0,0,1,0,1,0,1,61,2
113061,1,0,0,1,1,0,0,1,65,1
113064,0,1,0,1,0,1,0,1,67,1
113077,0,1,0,1,1,0,0,0,66,2
113082,0,0,0,0,1,0,0,0,54,2
113087,0,1,0,1,0,1,0,1,71,2
113092,-99,-99,1,0,1,0,0,1,69,2
113093,0,0,0,1,0,0,1,0,55,2
113098,0,0,0,0,0,0,0,0,79,2
114259,0,1,-99,-99,1,0,0,1,68,2
114398,0,0,-99,-99,1,0,0,0,61,1
114549,0,0,-99,-99,0,0,0,0,58,2
114638,-99,-99,0,1,0,1,0,1,67,1
114818,0,1,-99,-99,1,0,0,1,73,2
115061,1,0,-99,-99,-99,-99,0,1,73,1
115097,0,1,-99,-99,0,1,1,0,50,2
115244,0,1,-99,-99,0,1,0,1,56,2
115300,0,1,1,0,1,0,0,1,66,2
115554,1,0,-99,-99,0,0,1,0,72,1
115717,1,0,-99,-99,1,0,1,0,61,1
115796,0,0,-99,-99,-99,-99,1,0,43,2
115918,0,1,-99,-99,-99,-99,0,1,63,1
115992,1,0,-99,-99,-99,-99,1,0,56,1
116000,0,0,0,0,1,0,1,0,63,1
116086,0,0,-99,-99,1,0,1,0,62,1
116237,0,1,0,0,-99,-99,0,1,59,1
116323,0,1,-99,-99,-99,-99,0,1,78,2
116435,0,0,-99,-99,-99,-99,1,0,62,1
116685,0,0,0,0,1,0,-99,-99,59,1
116687,0,1,0,1,0,1,0,1,58,1
116689,0,1,0,0,1,0,0,1,63,2
116691,1,0,1,0,1,0,0,1,62,2
116692,0,1,0,0,1,0,0,0,74,1
116698,0,1,0,0,1,0,0,0,64,2
116703,0,0,0,1,1,0,0,1,67,1
116709,-99,-99,0,0,1,0,0,0,68,2
116712,0,0,0,0,0,0,0,0,67,2
116725,0,0,1,0,1,0,0,0,61,2
116727,0,1,1,0,1,0,1,0,51,2
116737,0,0,0,0,0,0,1,0,59,1
116738,1,0,0,1,1,0,0,0,62,1
116740,0,0,0,0,0,0,0,0,72,2
116742,0,0,1,0,1,0,0,1,69,1
116743,0,1,1,0,1,0,0,1,56,2
116744,1,0,0,0,1,0,0,1,64,1
116751,0,1,0,1,0,1,1,0,57,1
116753,0,0,0,0,0,0,0,0,76,2
116757,0,1,0,1,1,0,-99,-99,61,2
116759,1,0,0,1,1,0,0,1,73,1
116769,0,0,0,0,0,0,0,0,59,1
116771,0,1,0,1,1,0,0,1,64,1
116772,0,1,1,0,1,0,0,1,68,2
116773,0,1,1,0,0,0,1,0,62,1
116774,1,0,0,1,1,0,0,0,74,1
116775,1,0,0,0,0,0,1,0,55,2
116776,0,0,0,0,0,0,0,1,63,2
116778,0,1,0,0,1,0,0,1,72,1
116779,0,0,0,0,0,0,0,0,68,2
116780,0,0,0,1,1,0,0,0,60,2
116788,0,1,0,1,0,1,0,1,68,2
116789,1,0,0,0,0,0,0,0,61,2
116790,0,0,0,0,0,0,0,0,82,2
116791,0,1,0,1,0,1,0,1,66,1
116794,0,0,0,0,0,0,-99,-99,57,2
116796,-99,-99,0,0,1,0,0,0,57,1
116797,0,0,0,1,1,0,1,0,84,1
116798,0,0,0,0,0,0,0,0,70,1
116801,1,0,1,0,0,0,1,0,58,1
116805,0,0,0,0,1,0,0,0,80,2
116806,1,0,0,1,1,0,0,1,63,1
116812,0,1,0,1,0,1,0,1,71,1
116816,1,0,0,0,1,0,0,0,58,1
116817,0,1,0,0,1,0,0,1,74,1
116820,0,1,1,0,0,1,0,1,67,2
116821,1,0,0,1,1,0,1,0,59,1
116838,-99,-99,0,0,1,0,0,1,60,2
116843,0,1,1,0,1,0,0,1,75,2
116846,1,0,0,0,0,0,0,0,62,2
116847,1,0,0,0,1,0,0,0,67,2
116848,0,1,1,0,1,0,0,0,84,2
116849,1,0,1,0,0,0,0,0,58,2
116850,1,0,0,0,0,0,0,0,58,1
116856,0,1,1,0,1,0,1,0,74,1
116862,0,0,0,0,0,0,0,0,63,1
116868,0,1,0,0,1,0,1,0,65,2
116873,1,0,0,1,1,0,1,0,69,2
116874,1,0,0,0,0,0,0,1,56,2
116877,1,0,0,1,0,1,0,1,63,1
116880,0,1,0,1,0,0,0,1,67,2
116883,0,1,1,0,1,0,0,1,71,2
116888,0,0,0,1,1,0,0,0,65,2
116891,0,0,0,1,0,1,-99,-99,68,2
116892,0,1,0,1,0,1,1,0,69,1
116901,0,1,1,0,1,0,-99,-99,62,2
116903,1,0,1,0,1,0,0,0,64,1
116905,0,0,0,0,0,0,0,0,65,2
116910,0,1,0,1,1,0,1,0,61,2
116914,1,0,-99,-99,0,0,0,0,83,2
116921,0,1,-99,-99,0,0,0,0,56,2
116925,1,0,0,0,1,0,0,1,67,1
116929,0,0,0,0,0,0,1,0,74,2
116932,0,1,1,0,0,1,1,0,69,1
116939,1,0,0,0,1,0,0,0,60,1
116944,1,0,0,0,1,0,1,0,62,1
116945,0,1,1,0,0,1,0,1,62,1
116947,0,1,0,1,1,0,0,0,73,2
116955,0,0,0,1,0,1,0,1,72,1
116960,0,0,0,1,1,0,0,1,62,1
116961,0,0,1,0,1,0,0,1,63,2
116972,1,0,0,1,1,0,1,0,60,1
116974,1,0,1,0,1,0,0,1,65,1
116978,1,0,0,0,1,0,0,1,59,2
116979,0,1,0,1,1,0,0,1,64,2
116996,0,1,0,1,0,0,-99,-99,66,1
117001,1,0,0,0,1,0,0,1,66,1
117003,0,0,0,0,1,0,0,1,63,1
117006,0,1,0,0,1,0,1,0,58,2
117007,1,0,0,1,0,1,1,0,86,1
117008,0,0,0,0,1,0,1,0,55,2
117010,0,0,0,0,1,0,1,0,66,1
117013,0,1,0,1,0,1,0,1,65,2
117014,0,1,0,1,0,1,0,1,59,2
117015,0,1,1,0,1,0,0,0,55,2
117016,0,1,1,0,1,0,0,1,67,2
117020,0,0,0,1,1,0,0,1,76,2
117023,0,0,0,0,1,0,0,0,71,1
117024,1,0,0,0,1,0,0,0,59,2
117028,0,0,1,0,1,0,1,0,60,1
117030,0,1,0,1,1,0,0,1,56,2
117032,0,1,0,0,0,0,0,0,80,1
117034,0,1,0,0,0,1,0,1,63,2
117035,0,1,0,0,1,0,1,0,65,2
117044,1,0,0,1,1,0,1,0,60,2
117045,0,0,0,0,0,0,0,0,66,2
117051,1,0,0,1,1,0,0,1,61,1
117053,1,0,0,0,1,0,1,0,69,1
117055,0,1,0,1,1,0,1,0,70,1
117057,0,1,1,0,1,0,0,1,60,2
117058,0,1,0,1,0,1,1,0,58,2
117068,0,0,0,0,1,0,0,1,64,2
117069,0,0,0,1,1,0,0,0,68,1
117074,0,0,1,0,0,1,0,0,58,1
117079,0,0,1,0,1,0,0,1,60,2
117080,0,0,0,0,1,0,1,0,67,1
117081,0,1,1,0,0,1,0,1,62,1
117084,0,1,0,1,1,0,0,1,58,1
117090,-99,-99,0,1,0,1,0,1,60,2
117093,0,1,0,1,0,1,0,1,75,1
117096,1,0,0,1,0,1,0,1,74,2
117097,0,0,0,0,0,0,1,0,78,2
117106,0,1,0,1,0,1,0,1,65,1
117107,0,0,0,0,1,0,0,0,66,2
117113,0,1,0,1,1,0,0,1,83,2
117116,1,0,0,0,1,0,0,1,62,2
117118,1,0,1,0,1,0,1,0,69,2
117119,0,1,1,0,1,0,0,1,71,2
117123,0,1,0,1,0,1,0,1,57,1
117127,1,0,0,0,0,0,0,0,64,2
117129,0,0,1,0,1,0,0,0,57,2
117131,0,0,0,0,1,0,1,0,74,1
117137,1,0,0,0,1,0,-99,-99,70,1
117141,1,0,0,0,0,1,1,0,68,2
117142,0,1,0,0,0,0,0,0,73,2
117154,0,0,0,1,1,0,0,1,60,1
117157,0,1,0,1,1,0,0,1,64,1
117158,0,0,0,0,0,0,0,0,66,2
117159,1,0,0,0,0,0,0,0,75,2
117163,0,0,0,0,1,0,0,0,62,2
117164,1,0,1,0,0,1,0,1,59,1
117167,0,1,0,1,0,1,0,1,64,1
117171,0,1,0,1,0,1,0,1,72,1
117174,0,0,0,0,0,0,0,0,60,2
117175,1,0,0,1,0,1,0,1,58,1
117178,0,1,0,1,0,1,1,0,58,2
117179,0,0,0,0,1,0,0,1,74,2
117190,0,0,0,0,0,0,0,0,60,2
117191,0,0,0,1,1,0,1,0,71,2
117192,1,0,1,0,1,0,0,0,87,2
117195,1,0,1,0,1,0,1,0,68,1
117197,-99,-99,0,1,1,0,1,0,54,2
117200,1,0,0,1,1,0,0,1,74,1
117202,-99,-99,0,1,1,0,-99,-99,73,2
117206,0,1,1,0,1,0,0,1,63,2
117215,0,0,1,0,1,0,1,0,66,2
117218,0,1,0,1,0,1,1,0,56,2
117221,1,0,0,0,1,0,0,1,57,1
117224,1,0,0,0,0,0,0,0,57,1
117228,1,0,0,1,0,1,1,0,72,1
117233,-99,-99,0,1,1,0,0,0,51,2
117235,0,0,0,0,1,0,0,0,75,2
117237,0,0,1,0,0,0,-99,-99,66,2
117244,1,0,1,0,1,0,0,1,61,2
117247,1,0,1,0,0,0,1,0,73,2
117248,0,0,0,0,0,0,0,0,80,2
117254,0,0,1,0,1,0,1,0,60,1
117259,0,0,1,0,0,0,0,0,59,2
117260,0,1,1,0,1,0,1,0,63,1
117263,0,0,0,0,0,0,1,0,77,2
117265,1,0,1,0,0,1,0,1,61,2
117267,0,1,0,1,0,1,0,1,67,1
117268,0,0,0,0,0,0,0,0,68,1
117275,1,0,1,0,1,0,0,1,52,2
117290,1,0,1,0,1,0,0,0,65,1
117291,1,0,0,0,1,0,0,1,63,1
117294,0,0,0,0,-99,-99,0,1,59,1
117295,0,1,0,1,1,0,0,1,77,1
117296,0,0,1,0,1,0,0,0,75,2
117297,0,1,1,0,1,0,-99,-99,61,2
117301,1,0,0,0,0,0,0,0,70,1
117302,0,1,1,0,1,0,1,0,60,2
117303,0,1,0,1,1,0,0,1,65,2
117304,1,0,1,0,1,0,1,0,73,2
117306,1,0,0,0,1,0,1,0,59,1
117310,1,0,0,1,0,1,1,0,62,2
117314,0,0,0,1,1,0,1,0,73,1
117315,0,1,1,0,1,0,0,0,57,2
117316,1,0,1,0,0,0,0,1,60,2
117322,0,0,1,0,1,0,-99,-99,60,2
117324,1,0,0,0,1,0,0,0,72,2
117328,0,0,1,0,1,0,1,0,69,2
117329,0,1,1,0,1,0,-99,-99,60,1
117332,1,0,1,0,0,0,1,0,70,1
117337,1,0,0,0,1,0,0,0,73,1
117343,0,0,0,1,0,1,1,0,60,2
117346,0,1,0,1,0,1,0,0,81,1
117350,0,1,0,1,0,1,0,1,57,1
117352,0,1,0,0,0,0,1,0,78,2
117353,0,0,0,0,1,0,0,0,61,1
117362,0,0,1,0,1,0,0,1,68,1
117373,0,1,0,0,1,0,-99,-99,69,2
117374,1,0,0,0,1,0,1,0,69,1
117382,1,0,1,0,0,0,0,1,72,1
117396,0,1,1,0,1,0,1,0,78,2
117403,0,1,0,0,0,0,0,1,51,2
117406,1,0,0,0,1,0,0,0,46,2
117407,0,1,1,0,1,0,0,1,60,2
117408,0,0,1,0,0,0,0,0,73,1
117410,1,0,0,0,1,0,1,0,71,1
117411,0,1,0,1,1,0,0,0,59,1
117415,0,1,0,0,0,1,0,1,60,2
117419,0,1,0,1,0,1,0,1,61,1
117421,1,0,0,1,1,0,1,0,61,1
117424,0,0,0,0,0,0,0,0,82,2
117428,0,1,0,1,1,0,0,0,57,1
117433,0,1,1,0,1,0,0,1,65,1
117434,0,0,0,1,0,0,0,1,61,1
117444,1,0,1,0,0,0,0,0,81,2
117446,1,0,-99,-99,1,0,1,0,67,1
117449,0,1,0,1,1,0,1,0,60,2
117450,0,1,0,1,0,1,0,1,72,2
117451,0,0,1,0,1,0,1,0,62,2
117452,1,0,1,0,1,0,1,0,52,2
117454,1,0,0,0,1,0,0,1,60,1
117455,0,0,1,0,1,0,1,0,64,2
117458,0,1,1,0,1,0,0,0,64,2
117463,1,0,0,1,0,1,1,0,65,2
117469,1,0,0,0,0,0,0,0,61,1
117472,0,0,1,0,0,0,0,1,76,2
117476,0,1,0,1,0,1,0,1,62,1
117481,0,0,0,0,0,0,1,0,58,2
117483,0,1,0,1,0,1,1,0,68,1
117485,0,0,1,0,1,0,0,0,60,2
117486,0,0,0,0,1,0,-99,-99,72,1
117488,0,1,0,0,1,0,0,1,70,2
117490,0,1,0,1,0,1,0,1,60,1
117491,0,0,0,0,0,0,0,0,50,1
117492,0,0,0,0,0,0,0,0,78,2
117493,1,0,0,1,0,1,0,1,78,2
117495,0,1,1,0,1,0,0,1,62,2
117496,0,1,1,0,0,0,0,1,69,2
117504,0,0,0,0,0,0,0,0,62,2
117525,1,0,0,0,0,0,0,0,52,2
117527,0,0,0,0,1,0,0,1,75,2
117528,0,1,1,0,1,0,0,1,59,1
117530,0,1,1,0,1,0,0,1,78,2
117531,1,0,0,0,0,0,0,0,74,2
117536,0,1,1,0,0,1,1,0,52,2
117537,0,0,0,0,1,0,0,0,71,1
117540,1,0,1,0,1,0,0,0,79,2
117542,0,0,0,1,1,0,1,0,70,1
117544,0,1,0,1,1,0,1,0,60,2
117550,0,0,0,1,0,0,0,1,77,2
117557,1,0,0,0,1,0,0,0,59,2
117568,0,1,0,1,1,0,0,1,70,1
117569,0,1,0,1,0,1,0,1,65,2
117573,1,0,0,1,1,0,1,0,81,1
117575,1,0,1,0,0,1,0,1,66,2
117577,0,0,1,0,1,0,1,0,71,1
117578,0,1,1,0,0,1,1,0,74,1
117580,0,0,0,0,1,0,0,0,66,2
117582,0,1,0,0,0,0,0,0,68,1
117583,1,0,0,1,1,0,1,0,72,2
117584,0,1,0,0,0,0,1,0,57,2
117585,0,1,0,1,1,0,-99,-99,65,2
117586,0,1,1,0,1,0,1,0,70,2
117589,0,1,0,0,1,0,0,0,70,2
117590,1,0,0,1,1,0,0,1,55,1
117591,0,1,0,1,0,0,1,0,59,2
117592,0,0,0,0,1,0,1,0,60,2
117601,0,1,1,0,1,0,1,0,60,1
117602,0,1,0,1,0,1,0,1,80,1
117603,0,1,0,0,1,0,1,0,57,1
117606,0,1,0,0,0,0,0,1,64,2
117614,0,1,1,0,0,0,1,0,79,1
117616,0,1,0,0,1,0,1,0,68,2
117619,0,0,0,0,0,0,0,0,76,1
117620,1,0,0,0,1,0,1,0,62,1
117621,0,1,1,0,1,0,0,1,59,2
117626,1,0,0,0,1,0,1,0,63,1
117628,0,1,1,0,0,1,0,1,67,1
117632,0,1,-99,-99,0,0,1,0,74,2
117636,0,1,0,1,0,1,0,1,57,1
117639,0,0,0,0,0,0,1,0,65,2
117643,1,0,0,0,1,0,0,0,61,1
117650,0,0,0,1,1,0,1,0,68,2
117652,1,0,1,0,0,0,1,0,61,2
117655,1,0,0,1,1,0,1,0,80,2
117658,0,1,0,1,1,0,1,0,65,2
117662,1,0,0,1,0,1,0,1,77,1
117664,1,0,0,0,1,0,1,0,70,1
117666,1,0,0,0,1,0,1,0,56,1
117668,0,0,0,0,1,0,-99,-99,63,2
117671,1,0,1,0,1,0,0,1,58,1
117675,1,0,0,1,1,0,0,1,70,2
117676,0,1,0,1,0,1,0,1,59,1
117677,0,0,0,0,1,0,0,1,69,2
117682,1,0,0,0,1,0,0,0,66,2
117683,0,1,0,1,0,1,0,1,66,2
117691,0,1,1,0,1,0,0,1,66,1
117692,0,1,0,1,0,1,0,1,60,2
117697,0,0,0,1,0,1,0,1,61,2
117707,0,0,0,0,0,0,1,0,83,2
117710,0,0,0,1,1,0,0,0,78,2
117711,0,1,0,1,0,1,0,1,64,2
117713,0,1,0,1,1,0,0,1,64,2
117716,0,1,0,1,1,0,1,0,56,2
117718,0,1,0,1,0,1,0,1,62,1
117719,1,0,1,0,1,0,0,0,60,2
117723,0,0,1,0,1,0,1,0,59,1
117727,0,1,1,0,0,0,0,0,62,2
117730,0,1,1,0,1,0,0,1,57,2
117736,0,0,0,1,1,0,1,0,59,2
117742,0,1,1,0,1,0,1,0,76,2
117748,0,0,1,0,0,1,0,1,71,1
117749,0,0,0,0,0,0,0,0,57,2
117750,1,0,0,0,1,0,0,0,74,1
117753,0,1,0,0,1,0,0,1,64,2
117761,1,0,0,0,1,0,0,0,76,2
117763,0,0,1,0,1,0,1,0,64,2
117764,-99,-99,0,1,1,0,0,1,58,2
117766,0,0,1,0,0,1,0,0,61,1
117775,1,0,0,0,1,0,0,1,70,2
117780,0,1,0,1,1,0,0,1,57,1
117783,0,1,1,0,0,1,0,1,69,2
117788,0,1,1,0,0,1,-99,-99,66,1
117790,0,0,0,0,0,0,1,0,70,2
117792,0,1,1,0,0,0,0,0,82,2
117796,0,0,0,1,0,1,1,0,66,1
117798,0,0,0,0,1,0,1,0,63,2
117799,1,0,0,0,0,0,0,0,81,2
117802,0,0,0,1,1,0,0,1,61,1
117805,1,0,0,0,0,0,1,0,57,2
117806,0,1,0,0,1,0,1,0,80,2
117808,1,0,0,0,1,0,1,0,81,2
117810,0,1,0,0,0,0,0,1,63,1
117813,0,0,1,0,0,1,0,1,68,2
117814,0,1,0,0,1,0,0,0,59,2
117816,1,0,0,0,1,0,1,0,60,1
117817,0,0,0,0,0,1,0,0,57,2
